Unnamed: 0	Geneid	KO	Pathway_ko	Definition
9200	Cre13.g584750	K18162	9182	Protein families: genetic information processing
9208	Cre13.g585651	K11793	9182	Protein families: genetic information processing
9220	Cre13.g587000	K14782	9182	Protein families: genetic information processing
9221	Cre13.g587050	K03265	9122	Translation
9222	Cre13.g587050	K03265	9182	Protein families: genetic information processing
9223	Cre13.g587050	K03265	3012	Translation factors
9286	Cre13.g592300	K05543	9182	Protein families: genetic information processing
9330	Cre13.g606850	K14548	9122	Translation
9331	Cre13.g606850	K14548	9182	Protein families: genetic information processing
9368	Cre14.g613850	K12585	9123	"Folding	 sorting and degradation"
9369	Cre14.g613850	K12585	9182	Protein families: genetic information processing
9388	Cre14.g615500	K01409	9182	Protein families: genetic information processing
9389	Cre14.g615950	K03235	9182	Protein families: genetic information processing
9390	Cre14.g616100	K14826	9182	Protein families: genetic information processing
9583	Cre14.g621250	K09668	9107	Glycan biosynthesis and metabolism
9584	Cre14.g621250	K09668	9181	Protein families: metabolism
9652	Cre14.g624350	K18534	9108	Metabolism of cofactors and vitamins
9670	Cre14.g626950	K06210	9108	Metabolism of cofactors and vitamins
9685	Cre14.g628400	K01872	9122	Translation
9686	Cre14.g628400	K01872	9181	Protein families: metabolism
9687	Cre14.g628400	K01872	9182	Protein families: genetic information processing
9694	Cre14.g629300	K11855	9181	Protein families: metabolism
9695	Cre14.g629300	K11855	9182	Protein families: genetic information processing
9750	Cre15.g635350	K05931	9176	Drug resistance: Antineoplastic
9751	Cre15.g635350	K05931	9182	Protein families: genetic information processing
9766	Cre15.g636450	K15190	9182	Protein families: genetic information processing
9785	Cre15.g640250	K07562	9122	Translation
9786	Cre15.g640250	K07562	3008	Ribosome biogenesis in eukaryotes
9787	Cre15.g640250	K07562	9182	Protein families: genetic information processing
9830	Cre16.g647602	K19001	9182	Protein families: genetic information processing
9869	Cre16.g649600	K14790	9182	Protein families: genetic information processing
9881	Cre16.g650200	K15115	9183	Protein families: signaling and cellular processes
9983	Cre16.g658450	K03977	9182	Protein families: genetic information processing
9996	Cre16.g659600	K14834	9182	Protein families: genetic information processing
10061	Cre16.g663900	K01749	9108	Metabolism of cofactors and vitamins
10149	Cre16.g665950	K10737	9182	Protein families: genetic information processing
10251	Cre16.g670550	K15338	9182	Protein families: genetic information processing
10311	Cre16.g673700	K14799	9182	Protein families: genetic information processing
10406	Cre16.g678437	K15747	9109	Metabolism of terpenoids and polyketides
10407	Cre16.g678437	K15747	9181	Protein families: metabolism
10408	Cre16.g678850	K01641	9101	Carbohydrate metabolism
10409	Cre16.g678850	K01641	9103	Lipid metabolism
10410	Cre16.g678850	K01641	9105	Amino acid metabolism
10411	Cre16.g678850	K01641	9109	Metabolism of terpenoids and polyketides
10447	Cre16.g680100	K00783	9182	Protein families: genetic information processing
10460	Cre16.g680944	K14539	9122	Translation
10461	Cre16.g680944	K14539	9182	Protein families: genetic information processing
10494	Cre16.g682950	K10994	9143	Cell growth and death
10495	Cre16.g682950	K10994	9182	Protein families: genetic information processing
10502	Cre16.g683437	K16278	9182	Protein families: genetic information processing
10506	Cre16.g683500	K14778	9182	Protein families: genetic information processing
10510	Cre16.g683793	K14843	9182	Protein families: genetic information processing
10604	Cre16.g690250	K03177	9182	Protein families: genetic information processing
10619	Cre16.g691900	K06173	9182	Protein families: genetic information processing
10665	Cre17.g697624	K12587	9123	"Folding	 sorting and degradation"
10666	Cre17.g697624	K12587	9182	Protein families: genetic information processing
10670	Cre17.g697934	K18156	9182	Protein families: genetic information processing
10824	Cre17.g710100	K14863	9182	Protein families: genetic information processing
10849	Cre17.g710850	K15285	9183	Protein families: signaling and cellular processes
10850	Cre17.g711050	K15456	9182	Protein families: genetic information processing
10965	Cre17.g716400	K14816	9182	Protein families: genetic information processing
10985	Cre17.g718650	K14841	9182	Protein families: genetic information processing
11095	Cre17.g725450	K11789	9172	Infectious diseases: Viral
11096	Cre17.g725450	K11789	9181	Protein families: metabolism
11097	Cre17.g725450	K11789	9182	Protein families: genetic information processing
11122	Cre17.g727650	K05663	9131	Membrane transport
11123	Cre17.g727650	K05663	9183	Protein families: signaling and cellular processes
11124	Cre17.g727700	K16911	9182	Protein families: genetic information processing
11125	Cre17.g727700	K16911	3036	Chromosome and associated proteins
11154	Cre17.g731050	K12608	9123	"Folding	 sorting and degradation"
11155	Cre17.g731050	K12608	9182	Protein families: genetic information processing
11156	Cre17.g731250	K02956	9122	Translation
11157	Cre17.g731250	K02956	9182	Protein families: genetic information processing
11176	Cre17.g732650	K17601	9181	Protein families: metabolism
11188	Cre17.g734150	K17607	9141	Transport and catabolism
11189	Cre17.g734150	K17607	9181	Protein families: metabolism
11295	Cre17.g744447	K14950	9191	Unclassified: metabolism
11298	Cre17.g746247	K11430	9105	Amino acid metabolism
11299	Cre17.g746247	K11430	9161	Cancers: Overview
11300	Cre17.g746247	K11430	9182	Protein families: genetic information processing
11315	Cre17.g747297	K04794	9182	Protein families: genetic information processing
